adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,keywords
False,,17000000,Comedy;Science Fiction;Thriller,http://darko.com/film_southlandtales.html,4723,tt0405336,en,Southland Tales,"Set in the futuristic landscape of Los Angeles on July 4, 2008, as it stands on the brink of social, economic and environmental disaster. Boxer Santaros is an action star who's stricken with amnesia. His life intertwines with Krysta Now, an adult film star developing her own reality television project, and Ronald Taverner, a Hermosa Beach police officer who holds the key to a vast conspiracy.",6.242588,/oYcJjhtLWJbgdlQMZFrH3LFYyhH.jpg,Universal Pictures;Destination Films;Persistent Entertainment;Wild Bunch;MHF Zweite Academy Film;Inferno Distribution;Darko Entertainment;Eden Roc Productions;Cherry Road Films;Academy Film,,2006-05-15,374743,144,en,Released,Have a nice apocalypse.,Southland Tales,False,5.2,154,suicide;brother brother relationship;spy;prophecy;middle east;screenwriter;terrorist;wife husband relationship;nevada;amnesia;allegory;mass murder;kidnapping;blackmail;riot;evacuation;afghanistan;time travel;undercover agent;marxism;politics;politician;smuggling;twin brother;movie in movie;murder;surrealism;balloon;interracial relationship;anti conformity;end of the world;conspiracy;metaphysics;memory;search;dirty cop;apocalypse;los angeles;terrorism;paradox;cult film;doomsday;near future;alternate reality;split personality;big corporation;mother son relationship;no opening credits;north korea;doppelganger;government corruption;southern california;alternate timeline;karma;environmental issue;world war iii;mysterious past;absurdism;fourth dimension;santa monica california
False,,18000000,Science Fiction;Horror;Thriller,http://www.themist-movie.com/,5876,tt0884328,en,The Mist,"After a violent storm, a dense cloud of mist envelops a small Maine town, trapping artist David Drayton and his five-year-old son in a local grocery store with other people. They soon discover that the mist conceals deadly horrors that threaten their lives, and worse, their sanity.",8.435642,/uYVheUBf8ITaocUP4Og9GXxOMIH.jpg,Darkwoods Productions;Dimension Films,,2007-11-21,57096190,126,en,Released,"Belief divides them, mystery surrounds them, but fear changes everything.",The Mist,False,6.7,1438,father son relationship;monster;supermarket;fight;artist;fog;bible;spider;survivor;faith;prayer;blood splatter;gore;giant monster;blood;anger;thunderstorm
False,,85000000,Comedy;Family;Fantasy;Romance,http://disney.go.com/disneypictures/enchanted/,4523,tt0461770,en,Enchanted,"The beautiful princess Giselle is banished by an evil queen from her magical, musical animated land and finds herself in the gritty reality of the streets of modern-day Manhattan. Shocked by this strange new environment that doesn't operate on a ""happily ever after"" basis, Giselle is now adrift in a chaotic world badly in need of enchantment. But when Giselle begins to fall in love with a charmingly flawed divorce lawyer who has come to her aid - even though she is already promised to a perfect fairy tale prince back home - she has to wonder: Can a storybook view of romance survive in the real world?",11.447798,/8KCNzCArLlvLdQoHx6npua2VSVc.jpg,Walt Disney Pictures;Josephson Entertainment;Andalasia Productions;Right Coast Productions,,2007-11-20,340487652,107,en,Released,This fairytale princess is about to meet a real Prince Charming,Enchanted,False,6.6,1512,poison;queen;fairy tale;musical;princess;portal;animation;fantasy world;evil witch;part animation
False,,24000000,Action;Crime;Drama;Thriller,http://www.hitmanmovie.com/,1620,tt0465494,en,Hitman,"The best-selling videogame, Hitman, roars to life with both barrels blazing in this hardcore action-thriller starring Timothy Olyphant. A genetically engineered assassin with deadly aim, known only as ""Agent 47"" eliminates strategic targets for a top-secret organization. But when he's double-crossed, the hunter becomes the prey as 47 finds himself in a life-or-death game of international intrigue.",13.765241,/1U2FpMotSyaciATw5qfEsKdgpX4.jpg,Twentieth Century Fox Film Corporation;Dune Entertainment;Anka Film;EuropaCorp;Daybreak Productions;Prime Universe Productions,,2007-11-21,99965753,89,en;ru;sr,Released,Assassin 47,Hitman,False,5.9,982,assassin;secret identity;intelligence;soviet union;russia;celibacy;hitman;secret society;power;power takeover;adversary;government;execution;violence;killer;based on video game;secret formula
False,,180000000,Adventure;Fantasy,http://www.goldencompassmovie.com/index_german.html,2268,tt0385752,en,The Golden Compass,"After overhearing a shocking secret, precocious orphan Lyra Belacqua trades her carefree existence roaming the halls of Jordan College for an otherworldly adventure in the far North, unaware that it's part of her destiny.",11.481379,/mOF2xK2xDgbpOCPgXreM4vfw9dC.jpg,New Line Cinema;Ingenious Film Partners;Depth of Field;Scholastic Productions,,2007-12-04,372234864,113,is;en;ru;fr,Released,There are worlds beyond our own - the compass will show the way.,The Golden Compass,False,5.8,1347,england;compass;experiment;lordship;uncle;polar bear;orphan;animal;based on young adult novel
False,,0,Horror;Drama;Thriller,,6537,tt0464141,es,El orfanato,"A woman brings her family back to her childhood home, which used to be an orphanage, intent on reopening it. Before long, her son starts to communicate with a new invisible friend.",16.213592,/3DMsF5gbTfEZoDp6fQH0QATOc7l.jpg,Wild Bunch;Telecinco;Telecinco Cinema;Televisió de Catalunya TV3;Esta Vivo! Laboratorio de Nuevos Talentos;Grupo Rodar;Rodar y Rodar Cine y Televisión;Warner Bros. Pictures de España,,2007-08-27,44000000,105,es,Released,A tale of love.  A story of horror.,The Orphanage,False,7.1,652,schizophrenia;suppressed past;wife
False,,20000000,Drama,http://www.kiterunnermovie.com/,7979,tt0419887,en,The Kite Runner,"After spending years in California, Amir returns to his homeland in Afghanistan to help his old friend Hassan, whose son is in trouble.",5.970067,/dom2esWWW8C9jS2v7dOhW48LwHh.jpg,DreamWorks SKG;MacDonald/Parkes Productions;Sidney Kimmel Entertainment;Neal Street Productions;China Film Co-Production Corporation;Wonderland Films;Participant Media;Ebeling Group;Beijing Happy Pictures Cultural Communications Co.;Kite Runner Holdings,,2007-10-14,73276047,128,en;pt;ps;ru;ur,Released,There is a way to be good again.,The Kite Runner,False,7.3,405,1970s;afghanistan;hang gliding;war in afghanistan;taliban;cowardice;best friend;cowardliness;child
False,,25000000,Drama,,7345,tt0469494,en,There Will Be Blood,"When ruthless oil prospector, Daniel Plainview learns of oil-rich land in California that can be bought cheaply, he moves his operation there and begins manipulating and exploiting the local landowners into selling him their property. Using his young adopted son to project the image of a caring family man, Plainview gains the cooperation of almost all the locals with lofty promises to build schools and cultivate the land to make their community flourish. Over time, Plainview's gradual accumulation of wealth and power causes his true self to surface, and he begins to slowly alienate himself from everyone in his life.",8.200627,/gULACAZnPnyauix3mgMKG63UkXt.jpg,Miramax Films;Ghoulardi Film Company;Paramount Vantage,,2007-12-28,77208711,158,en,Released,There Will Be Greed. There Will Be Vengeance.,There Will Be Blood,False,7.9,1581,brother brother relationship;deaf-mute;american dream;fanatic;pipeline;petrol;father;step father;oil;money;killer;alcoholic
False,,75000000,Comedy;Drama;History,http://www.charliewilsonswar.net/,6538,tt0472062,en,Charlie Wilson's War,"The true story of Texas congressman Charlie Wilson's covert dealings in Afghanistan, where his efforts to assist rebels in their war with the Soviets had some unforeseen and long-reaching effects.",9.979162,/uN9tN0ZDyol7VsTlugDZhGc11xQ.jpg,Universal Pictures;Participant Productions;Playtone Production,,2007-12-19,119000410,102,ar;en;ru;ur;he,Released,Based on a true story. You think we could make all this up?,Charlie Wilson's War,False,6.5,342,washington d.c.;alcohol;cia;helicopter;refugee camp;congress;cold war;ladykiller;rocket launcher;russian;munition;war in afghanistan;dollar
False,,40000000,Fantasy;Action;Science Fiction;Thriller;Horror,http://www.avp-r.com/,440,tt0758730,en,Aliens vs Predator: Requiem,"A sequel to 2004's Alien vs. Predator, the iconic creatures from two of the scariest film franchises in movie history wage their most brutal battle ever - in our own backyard. The small town of Gunnison, Colorado becomes a war zone between two of the deadliest extra-terrestrial life forms - the Alien and the Predator. When a Predator scout ship crash-lands in the hills outside the town, Alien Facehuggers and a hybrid Alien/Predator are released and begin to terrorize the town.",10.793324,/bpA5nTpqb6qLWYwmyN61dViKrRt.jpg,Twentieth Century Fox Film Corporation;Dune Entertainment;Davis Entertainment;Brandywine Productions,,2007-12-25,41797066,94,en,Released,The Last Place On Earth We Want To Be Is In The Middle,Aliens vs Predator: Requiem,False,4.9,758,predator;national guard;hybrid;alien;morgue;alien possession;triangle;infestation;xenomorph
False,,0,Drama;Comedy,,1488,tt0461804,zh,綠草地,"Bilike has never seen a ping-pong ball before. He and his family live without electricity and running water in a solitary tent home among the vast steppe grasslands. The magnificent landscape here has changed little since the days of Genghis Kahn. But life in the middle of nowhere can be exciting for a young boy. The smallest of details become big events for curious Bilike and his best friends Erguotou and Dawa. The mystery of the small white ball floating in the creek leads to questions about the world around them, as well as innocent mischief.",0.221652,/cAp4rjRpYCaQqhYiKvYvN8aRDCA.jpg,TV Productions LTD And Beijing Hop Culture Co,,2005-06-11,0,102,mn,Released,,Mongolian Ping Pong,False,0.0,0,china;tradition;shepherd;modernity;family's daily life;vagabund;yurt;ping pong;innere mongolei;children
False,,30000000,Drama;Romance,,6023,tt0431308,en,P.S. I Love You,A young widow discovers that her late husband has left her 10 messages intended to help ease her pain and start a new life.,10.304881,/esfuYEvv7WrLvXNkCg7MCufEEdH.jpg,Wendy Finerman Productions;Alcon Entertainment;Grosvenor Park Productions,,2007-11-15,156835339,126,en,Released,"His life ended. Now, a new one will begin.",P.S. I Love You,False,7.0,1011,job-hopping;shoe seller;letter;dying and death;loss of husband;ireland
False,,0,Crime;Drama;Thriller,http://www.cassandrasdreammovie.com/,4787,tt0795493,en,Cassandra's Dream,"The tale of two brothers with serious financial woes. When a third party proposes they turn to crime, things go bad and the two become enemies.",6.062873,/lRzD1AKV8PPJO7ljut59fPThVdH.jpg,Virtual Studios;Wild Bunch;Iberville Productions,,2007-06-18,0,108,en,Released,Family is Family,Cassandra's Dream,False,6.1,219,love triangle;brother brother relationship;father son relationship;sailboat;optimism;restaurant;restart;despair;mission of murder;planned murder;hope;shortage of money;theatre milieu;uncle;oldtimer;murder;money;killer;car;father figure
False,,60000000,Adventure;Fantasy;Action;Drama,http://www.inthenameoftheking.com/,2312,tt0460780,en,In the Name of the King: A Dungeon Siege Tale,"A man named Farmer sets out to rescue his kidnapped wife and avenge the death of his son -- two acts committed by the Krugs, a race of animal-warriors who are controlled by the evil Gallian.",6.502566,/bV18YaqIQh0aeOWnfkOvD0iqfUJ.jpg,Boll Kino Beteiligungs GmbH & Co. KG;Brightlight Pictures;Herold Productions,,2007-11-29,0,127,en,Released,Rise and fight,In the Name of the King: A Dungeon Siege Tale,False,4.1,227,fictional place;monster;loss of family;new love;hero;love of one's life;magic;fairy tale;villain;kingdom;enchantment;bad power;son;heir to the throne;motherly love;wizardry;revenge;royalty;family;based on video game;medieval
False,,0,Action;Adventure;Comedy,,4034,tt0058203,fr,L'Homme de Rio,"Farce, spy spoof, and adventure. Swarthy thieves ignore jewels to steal an Amazon figurine from the Museum of Man in Paris' Trocadero Palace and kidnap the world's authority on the lost Maltec civilization. Cut to Agnes, the daughter of a murdered man who possessed one of two other such figurines. Moments after her sweetheart, Adrien, an Army private with a week's leave, arrives in Paris to see her, Agnes too is kidnapped, drugged, and loaded on a plane to Rio. Adrien is in hot pursuit, and before he can rescue her (with the help of a shoeshine boy), foil the murderous thieves, and solve the riddle of the Maltecs, he must traverse Rio, Brasília, and the Amazon heartland... all before the end of his week's leave.",2.789067,/kzHR38OvI9OF0UpGBL91D7PwmDU.jpg,Les Productions Artistes Associés,,1964-02-05,0,110,fr,Released,Look What They Call a Quiet Week in Rio!,That Man from Rio,False,7.1,32,spy;brazil;kidnapping;treasure hunt;artifact;farce;ancient
False,,68000,Drama;Crime,,1479,tt0106579,en,"Clean, Shaven","Peter Winter is a young schizophrenic who is desperately trying to get his daughter back from her adoptive family. He attempts to function in a world that, for him, is filled with strange voices, electrical noise, disconcerting images, and jarringly sudden emotional shifts. During his quest, he runs afoul of the law and an ongoing murder investigation.",3.143971,/undpaa9q6gF9xqOPM6N6rLRjkj0.jpg,DSM III;Warner Bros.,,1993-09-05,0,79,en,Released,Partition on a strange madness!,"Clean, Shaven",False,7.0,24,schizophrenia;terror;sex;paranoia;adoption;investigation;daughter;murder;crime;illness;noise;mental;voices;humanity;fragmented;psyche
False,,0,Drama;Romance,,2282,tt0086650,fr,À nos amours,"A portrait of youth in bloom; a tale of one family's dissolution; a reflection upon the danger and the mystery in living.  Sandrine Bonnaire plays Suzanne, a free spirit and the vessel for an almost Brontëan choler. She's 16, and men exist — diverse lovers, an overbearing brother, and the father portrayed by director Maurice Pialat himself in an unforgettable turn that displays the full magnitude of the cinema giant's tenderness, force-of-will, and presence of being.",3.609326,/xi3wE0k8Xg1EL4AVVkuT8hRMLV5.jpg,Gaumont;Les Films du Livradois;France 3 Cinema,,1983-11-16,0,102,en;fr,Released,,À nos amours,False,5.6,37,women's sexual identity;love
False,,105000000,Adventure;Action;Drama;Fantasy,,7840,tt0443649,en,"10,000 BC",A prehistoric epic that follows a young mammoth hunter's journey through uncharted territory to secure the future of his tribe.,13.99377,/rnGR3EHkL4ryhQd50XBrtRrV8nq.jpg,Centropolis Entertainment;Legendary Pictures;Warner Bros.;Moonlighting Films;The Department of Trade and Industry of South Africa,,2008-02-22,266000000,109,en,Released,The legend. The battle. The first hero.,"10,000 BC",False,5.1,934,indigenous;lover (female);pyramid;mammoth;sapient;mountain village;stone age;fighter;primitive time;saber-toothed tiger
False,,8000000,Drama;Comedy;Thriller,http://www.thefilmfactory.co.uk/hallamfoe/,2239,tt0466816,en,Hallam Foe,"Hallam's talent for spying on people reveals his darkest fears-and his most peculiar desires. Driven to expose the true cause of his mother's death, he instead finds himself searching the rooftops of the city for love.",8.762536,/yzUC2fvpz1dAwdzseSXMlWGNm8e.jpg,,,2007-02-16,60641,95,en,Released,,Hallam Foe,False,6.8,51,sexuality;new love;eroticism;night life;dying and death;beobachten;step mother;conflict;crime
False,,0,Drama,,3764,tt0056049,ja,裸の島,"Deals with the intolerably hard life of a family of four, the only inhabitants of a very small Japanese island in the Setonaikai archipelago. Several times a day they row over to the neighboring island to fetch water for their miserable fields.",1.771462,/rHpQyPBuFyofx5D5UC95ec2sFgV.jpg,Kindai Eiga Kyokai,,1960-11-23,0,94,ja,Released,,The Naked Island,False,7.6,29,japan;sea;boat;island;will to survive;water;no dialog;violence;family;japanese new wave;slap
False,,16500000,Drama,,33166,tt0064253,en,Downhill Racer,"An ambitious young skier, determined to break all existing records, is contemptuous of the teamwork advocated by the US coach when they go to Europe for the Olympics.",2.550124,/tIUySuW4CEAmkjK9MtulOIJDDT1.jpg,Paramount Pictures,,1969-11-06,0,101,de;fr;en,Released,How fast must a man go to get from where he's at?,Downhill Racer,False,6.1,24,sport;teammate;narcissism;injury;skiing
False,,22500,Drama,,383,tt0089537,en,Mala Noche,Mala Noche is the film debut from director Gus van Sant. The film portrays the unanswered love of an American man toward a young Mexican man.,2.916721,/gNHky0DBMEAbfq5gDCVMqngqBe9.jpg,,,1986-02-05,0,78,en;es,Released,"If you fuck with the bull, you get the horn!",Mala Noche,False,6.0,20,individual;gay;homeless person;salesclerk;portland;youth hostel;hunger;immigration;corner shop;hustler;murder;independent film;gay sex;rebellious youth;lgbt
False,,185000000,Drama;Action;Crime;Thriller,http://thedarkknight.warnerbros.com/dvdsite/,155,tt0468569,en,The Dark Knight,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,DC Comics;Legendary Pictures;Warner Bros.;DC Entertainment;Syncopy,,2008-07-16,1004558444,152,en;zh,Released,Why So Serious?,The Dark Knight,False,8.3,12269,dc comics;crime fighter;secret identity;scarecrow;sadism;chaos;gotham city;vigilante;joker;superhero;based on comic;tragic hero;organized crime;criminal mastermind;district attorney;imax;super villain;super powers;batman
False,,0,Drama;Family,,36527,tt0086102,en,Phar Lap,"Phar Lap, the big bold chestnut reigned as the king of the turf in the depression that gripped Australia of the 1930s. From his humble beginnings the New Zealand bred horse raced on to become the hero of a nation.",0.709445,/1sIFVIAoGQJ1sNsVnVLE3qam086.jpg,John Sexton Productions,,1983-08-11,0,107,en,Released,,Phar Lap,False,7.3,9,horse;horse racing
False,,0,Drama,,511,tt0072446,pl,Ziemia obiecana,"The Polish film based on the book of the same name by Wladyslaw Reymont. Taking place in the nineteenth century town of Łódź, Poland, three friends want to make a lot of money by building and investing in a textile factory. An exceptional portrait of rapid industrial expansion shown through the eyes of one Polish town.",0.902102,/bXGaqq9sDxCR1DNYLoNDa1845UT.jpg,"Film Polski Film Agency;Zespól Filmowy ""X""",,1975-02-21,0,179,de;pl;ru;yi,Released,,The Promised Land,False,7.0,10,man vs machine;capitalism;adultery;fire;factory worker;wife husband relationship;cheating;factory;fire brigade;capitalist;bankrupt;german;profit;lodz;jew;pole;textile industry;period of promoterism;luxury;inhumanity;friendship;revenge;teacher;arsonist;humanity
False,,0,Documentary;Music,http://www.shinealightmovie.com/,7944,tt0893382,en,Shine a Light,"Martin Scorsese and the Rolling Stones unite in ""Shine A Light,"" a look at The Rolling Stones."" Scorsese filmed the Stones over a two-day period at the intimate Beacon Theater in New York City in fall 2006. Cinematographers capture the raw energy of the legendary band.",2.43629,/28Lbw8CG5jX4nRB7O3dBmbtpzr7.jpg,Concert Promotion International;Shangri-La Entertainment,,2008-02-07,0,122,en,Released,A master director shining his light on the best rock band on the planet.,Shine a Light,False,7.2,45,new york;film director;legend;song;public;rolling stones;rock;guest;music video;music;concert;theatre milieu;performance
False,,20000000,Action;Crime;Drama;Thriller,,1266,tt0421073,en,Street Kings,"Tom Ludlow is a disillusioned L.A. Police Officer, rarely playing by the rules and haunted by the death of his wife. When evidence implicates him in the execution of a fellow officer, he is forced to go up against the cop culture he's been a part of his entire career, ultimately leading him to question the loyalties of everyone around him.",13.246795,/2h2mThLae2QZLprtovKXRBgMM1E.jpg,Fox Searchlight Pictures;Regency Enterprises;Dune Entertainment III;Emmett/Furla Films,,2008-04-10,65569869,109,en;tr,Released,Their city. Their rules. No prisoners.,Street Kings,False,6.3,369,police;los angeles
False,,0,Drama;Comedy,,8827,tt0875113,fr,99 francs,"Octave is the master of the universe. Octave exercises the profession of copywriter. Today he decides what you will want tomorrow. For him, “man is a product like everything else.” Octave works for the world’s largest advertising agency, Ross &amp; Witchcraft, nicknamed “The Ross.”",8.204654,/wj71vvGA7t05OFXcvwVTqOdagFZ.jpg,Pathé Distribution,,2007-09-25,0,100,fr,Released,,99 francs,False,6.4,211,paris;one-night stand;advertising expert;film noir
False,,120000000,Action;Family;Science Fiction,http://www.speedracerthemovie.warnerbros.com/,7459,tt0811080,en,Speed Racer,"Speed Racer is the tale of a young and brilliant racing driver. When corruption in the racing leagues costs his brother his life, he must team up with the police and the mysterious Racer X to bring an end to the corruption and criminal activities. Inspired by the cartoon series.",7.134168,/dKx5lckYIQh0MpnsXxYbSkhASK2.jpg,Village Roadshow Pictures;Studio Babelsberg;Anarchos Productions;Silver Pictures;Warner Bros.;Velocity Productions,,2008-05-09,93945766,135,en,Released,Go!,Speed Racer,False,5.7,359,car race;loss of brother;chimp;family;duringcreditsstinger;woman director
False,,55000000,Action;Adventure;Fantasy,http://www.forbiddenkingdommovie.com/,1729,tt0865556,en,The Forbidden Kingdom,"An American teenager who is obsessed with Hong Kong cinema and kung-fu classics makes an extraordinary discovery in a Chinatown pawnshop: the legendary stick weapon of the Chinese sage and warrior, the Monkey King. With the lost relic in hand, the teenager unexpectedly finds himself travelling back to ancient China to join a crew of warriors from martial arts lore on a dangerous quest to free the imprisoned Monkey King.",6.997601,/4jTVS5uij49cqzLKXjaQywIp7cV.jpg,Casey Silver Productions;China Film Co-Production Corporation;Huayi Brothers;Relativity Media,,2008-04-18,127906624,104,en;zh,Released,The battle for eternity is the fantasy of a lifetime.,The Forbidden Kingdom,False,6.3,476,tempel;shaolin;teenager;urination;staff;warrior;monkey king
False,,0,History;Drama;Western,,1810,tt0045296,en,Viva Zapata!,"The story of Mexican revolutionary Emiliano Zapata, who led a rebellion against the corrupt, oppressive dictatorship of president Porfirio Diaz in the early 20th century.",5.983838,/ows0Wsey5GvoLc3QFqJgZ8lpabr.jpg,Twentieth Century Fox Film Corporation,,1952-02-07,0,113,en;de;it,Released,A BANDIT WHO BECAME A LEGEND! Roaring Story of Mexico's Tiger on a White Horse!,Viva Zapata!,False,6.6,41,usa president;mexican revolution;presidential election;peasant
False,,140000000,Action;Science Fiction;Adventure,http://www.ironmanmovie.com/,1726,tt0371746,en,Iron Man,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",22.073099,/848chlIWVT41VtAAgyh9bWymAYb.jpg,Paramount Pictures;Marvel Studios,,2008-04-30,585174222,126,en;fa;ur;ar,Released,Heroes aren't born. They're built.,Iron Man,False,7.4,8951,middle east;arms dealer;malibu;marvel comic;superhero;based on comic;tony stark;iron man;aftercreditsstinger;marvel cinematic universe;counter terrorism;agent coulson
False,,225000000,Adventure;Family;Fantasy,,2454,tt0499448,en,The Chronicles of Narnia: Prince Caspian,"One year after their incredible adventures in the Lion, the Witch and the Wardrobe, Peter, Edmund, Lucy and Susan Pevensie return to Narnia to aid a young prince whose life has been threatened by the evil King Miraz. Now, with the help of a colorful cast of new characters, including Trufflehunter the badger and Nikabrik the dwarf, the Pevensie clan embarks on an incredible quest to ensure that Narnia is returned to its rightful heir.",12.490891,/mEHd5n927ifJEODgbtC09Faqwcg.jpg,Walt Disney;Walden Media;Stillking Films;Ozumi Films;Propeler;Silverbell Films;Revolution Sun Studios,,2008-05-15,419651413,150,en,Released,Hope has a new face.,The Chronicles of Narnia: Prince Caspian,False,6.3,1668,based on novel;fictional place;brother sister relationship;lion;human being;wretch;leap in time;matter of life and death;faith;uncle;narnia;fantasy world
False,,185000000,Adventure;Action,http://www.indianajones.com/site/index.html,217,tt0367882,en,Indiana Jones and the Kingdom of the Crystal Skull,"Set during the Cold War, the Soviets – led by sword-wielding Irina Spalko – are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. After being captured and then escaping from them, Indy is coerced to head to Peru at the behest of a young man whose friend – and Indy's colleague – Professor Oxley has been captured for his knowledge of the skull's whereabouts.",12.577266,/qY1x6v5daMDTr904G3y84WVgpfC.jpg,Lucasfilm;Paramount Pictures,,2008-05-21,786636033,122,en;de;ru,Released,The adventure continues . . .,Indiana Jones and the Kingdom of the Crystal Skull,False,5.7,2558,saving the world;riddle;whip;treasure;mexico city;leather jacket;machinegun;alien phenomenons;maya civilization;peru;treasure hunt;nuclear explosion;refrigerator;archaeologist;indiana jones;archeology 
False,,65000000,Comedy;Drama;Romance,http://www.sexandthecitymovie.com/,4564,tt1000774,en,Sex and the City,A New York writer on sex and love is finally getting married to her Mr. Big. But her three best girlfriends must console her after one of them inadvertently leads Mr. Big to jilt her.,9.170332,/5fuWykynmiJ07fKA84BVxxuiGHx.jpg,New Line Cinema;Darren Star Productions;Home Box Office (HBO),,2008-05-12,415252786,145,en,Released,Get carried away.,Sex and the City,False,6.0,525,city portrait;hotel;new year's eve;forgiveness;fashion journal;saint louis;fashion designer;malibu;loss of libido;botox;couples therapy;best friend;fashion;child wish
False,,0,Crime;Action;Adventure,,4857,tt0062639,fr,Adieu l'ami,"After serving together in the French Foreign Legion, a mercenary and a doctor leave the service and go their separate ways. Later, they are reunited and become involved with a caper involving millions in a high-security safe. The two men become locked in during a holiday weekend as the attempt to crack the safe's combination.",2.014299,/iqjvMBxIPW3bCMH9IsqAbYRSRQY.jpg,Greenwich Film Productions;Medusa Distribuzione,,1968-08-14,0,115,en;fr,Released,,"Farewell, Friend",False,6.4,18,male friendship;tresorknacker;intrigue
False,,60000000,Thriller;Science Fiction,http://www.thehappeningmovie.com,8645,tt0949731,en,The Happening,"When a deadly airborne virus threatens to wipe out the northeastern United States, teacher Elliott Moore (Mark Wahlberg) and his wife (Zooey Deschanel) flee from contaminated cities into the countryside in a fight to discover the truth. Is it terrorism, the accidental release of some toxic military bio weapon -- or something even more sinister? John Leguizamo and Betty Buckley co-star in this thriller from writer-director M. Night Shyamalan.",6.22229,/c8Asvr5ORuL9NtaTGZZJsq4heDf.jpg,Spyglass Entertainment;Twentieth Century Fox Film Corporation;Dune Entertainment;UTV Motion Pictures;Blinding Edge Pictures,,2008-06-11,163403799,91,en;fr,Released,We've Sensed It. We've Seen The Signs. Now... It's Happening.,The Happening,False,4.9,968,tree;natural disaster;crisis;park;strange behavior
False,,0,Crime;Drama;Romance,,1938,tt0044357,en,Angel Face,An ambulance driver gets involved with a rich girl that might have a darker side.,10.156514,/mqR0UpBKajuKbXXY2rfYj532wUF.jpg,RKO Radio Pictures,,1952-12-10,0,92,en,Released,She loved one man ... enough to KILL to get him!,Angel Face,False,6.9,29,love triangle;ambulance;court case;gas;step mother;ambulance man;emergency doctor;classic noir;drive over cliff;double jeopardy
False,,0,Action;Drama;Western,,31658,tt0061787,en,Hour of the Gun,"Marshal Wyatt Earp kills a couple of men of the Clanton-gang in a fight. In revenge Clanton's thugs kill the marshal's brother. Thus, Wyatt Earp starts to chase the killers together with his friend Doc Holliday.",1.030968,/dpNhKmoO7d9THeQ5yz26kgKqbs3.jpg,The Mirisch Corporation;Mirisch-Kappa Production,,1967-11-01,0,100,cs;en,Released,,Hour of the Gun,False,5.7,16,wyatt earp;doc holliday;revenge;western town;bar shootout
False,,0,Adventure;Family,,43869,tt0029751,en,Wee Willie Winkie,"Priscilla Williams is a young girl traveling with her mother, Joyce, to join her paternal grandfather, a British army colonel, at the post he commands in northern India. Upon arrival, they witness the capture of Khoda Khan, leader of the rebel Indian faction. Priscilla plays at being a soldier and is even given a uniform and allowed to drill by the genial Sergeant MacDuff, but her gruff grandfather disapproves and insists she remain apart from the troops. She eventually charms him, along with everyone else on the post, including Khoda Khan, whom she wins over by returning a talisman he dropped. When the handsome Lieutenant Brandes deserts his post to take Joyce to a dance, Khan escapes and Brandes is arrested. As hostilities with the rebels mount, Priscilla and servant Mohammet Dihn --actually an Indian spy--take off for Khoda Khan's stronghold.",0.53802,/wDHVnZukZ1jGZzdXIzMEDXItWWM.jpg,Twentieth Century Fox Film Corporation,,1937-07-30,0,100,en,Released,,Wee Willie Winkie,False,7.3,3,little girl;army colonel;auld lang syne
False,,0,Drama;Romance,,42718,tt0060560,ja,「エロ事師たち」より 人類学入門,"Mr. Ogata lives a complicated life: he's is a pornographer making two skin flicks per day and trying to stay beneath the radar screen of the local mob; he deeply loves his ailing wife Haru who's cursed by the restless spirit of her dead first husband; he also has a mistress, a step-son who wants to go to university, and a step-daughter entering adolescence. He lusts after his step-daughter, and he asks Haru if he can marry her. Haru agrees to his plan, signs over her business to him, and a crisis ensues when Ogata uses her nest egg to buy equipment so he and his pals can set up their own film processing lab. Surreal images and events weave their way into Ogata's life.",0.937943,/psEdfzntAbwnGJQBxEXmK1VpNLf.jpg,Nikkatsu;Imamura Productions,,1966-03-12,0,128,ja,Released,,The Pornographers,False,7.0,9,pornography;sex;movie in movie;japanese new wave
False,,0,Drama;Romance,,428,tt0806679,de,Sommer '04,"Sommer ’04 is a character study of a family on vacation. German director Stefan Krohmer examines the emotional abyss and problems behind the seemingly nice facade of an intact family as they experience guilt, love and jealousy.",0.533829,/isEfW9iwhyfmL7gXAVvyymSNl9Z.jpg,,,2006-10-11,0,97,de,Released,,Summer '04,False,5.5,4,holiday;responsability;sailboat;sense of guilt;becoming an adult;puberty;sailing trip;schleswig-holstein;summer residence;youngster;anti-authoritarian upbringing;youth;family;family holiday;baltic sea
